name,cwe_id
matrix-appservice-irc,CWE-200
matrix-appservice-irc,CWE-74
matrix-appservice-irc,CWE-269
matrix-appservice-irc,CWE-269
matrix-appservice-irc,CWE-20
matrix-appservice-irc,CWE-89
matrix-js-sdk,CWE-287
matrix-js-sdk,CWE-322
matrix-js-sdk,CWE-287
matrix-js-sdk,CWE-1321
matrix-js-sdk,CWE-287
matrix-js-sdk,CWE-20
matrix-js-sdk,CWE-327
matrix-js-sdk,CWE-200
matrix-js-sdk,CWE-1321
matrix-js-sdk,CWE-862
matrix-js-sdk,CWE-322
matrix-react-sdk,CWE-434
matrix-react-sdk,CWE-74
matrix-react-sdk,CWE-74
matrix-react-sdk,CWE-74
matrix-react-sdk,CWE-79
matrix-react-sdk,CWE-1321
matrix-react-sdk,CWE-1321
matrix-react-sdk,CWE-80
matrix-react-sdk,CWE-345
matrix-react-sdk,CWE-79
mavon-editor,CWE-79
mcstatic,CWE-22
mcstatic,CWE-22
md-data-table,CWE-79
md-to-pdf,CWE-94
mem,CWE-400
memjs,CWE-400
mercurius,CWE-754
mercurius,CWE-248
merge-change,CWE-915
mergify,CWE-1321
mermaid,CWE-79
mermaid,CWE-74
mermaid,CWE-79
mermaid,CWE-79
mermaid,CWE-20
mermaid,CWE-79
meta-git,CWE-77
metascraper,CWE-79
method-override,CWE-400
metro4,CWE-79
millisecond,CWE-1333
millisecond,CWE-400
mime,CWE-400
min-dash,CWE-1321
min-dash,CWE-1321
min-http-server,CWE-79
mind-elixir,CWE-79
minimatch,CWE-1333
minimatch,CWE-400
minimatch,CWE-400
minimist,CWE-1321
minimist,CWE-1321
mirador,CWE-79
mithril,CWE-1321
mixme,CWE-913
mixme,CWE-1321
mixme,CWE-1321
mjml,CWE-22
mobile-icon-resizer,CWE-94
mobiledoc-kit,CWE-79
mobx-model-xd,CWE-506
mock2easy,CWE-77
mockery,CWE-1321
modern-async,CWE-770
modern-async,CWE-400
moment,CWE-27
moment,CWE-22
moment,CWE-400
moment,CWE-400
moment,CWE-1333
moment,CWE-400
moment-timezone,CWE-319
mongo-express,CWE-79
mongo-express,CWE-754
mongo-express,CWE-78
mongodb,CWE-200
mongodb,CWE-532
mongodb-client-encryption,CWE-295
mongodb-query-parser,CWE-20
mongoose,CWE-1321
mongoose,CWE-1321
mongoose,CWE-201
mongoose,CWE-20
monorepo-build,CWE-77
morgan,CWE-94
mosca,CWE-185
mosca,CWE-20
motiv.scss,CWE-506
mout,CWE-1321
mout,CWE-1321
mpath,CWE-843
mpath,CWE-400
mpath,CWE-1321
mqtt,CWE-674
mqtt,CWE-248
mqtt-packet,CWE-126
mqtt-packet,CWE-125
mqtt-packet,CWE-400
mquery,CWE-94
ms,CWE-1333
ms,CWE-400
msgpack5,CWE-1321
msgpack5,CWE-915
msrcrypto,CWE-682
msrcrypto,CWE-682
multi-ini,CWE-1321
multi-ini,CWE-1321
mustache,CWE-79
mversion,CWE-78
mversion,CWE-77
mysql,CWE-201
mysql,CWE-200
mysql,CWE-89
mystem3,CWE-311
n158,CWE-77
n158,CWE-74
n8n,CWE-668
n8n,CWE-22
nadesiko3,CWE-703
nadesiko3,CWE-78
nadesiko3,CWE-755
nadesiko3,CWE-78
nanoid,CWE-200
nats,CWE-522
nats,CWE-522
nbdime,CWE-79
nconf,CWE-1321
nedb,CWE-1321
negotiator,CWE-400
nes,CWE-400
nested-object-assign,CWE-400
nestie,CWE-913
nestie,CWE-1321
next,CWE-248
next,CWE-20
next,CWE-601
next,CWE-22
next,CWE-451
next,CWE-79
next,CWE-20
next,CWE-23
next,CWE-22
next,CWE-20
next,CWE-79
next,CWE-601
next,CWE-400
next,CWE-754
next-auth,CWE-79
next-auth,CWE-754
next-auth,CWE-863
next-auth,CWE-290
next-auth,CWE-20
next-auth,CWE-532
next-auth,CWE-601
next-auth,CWE-352
next-auth,CWE-601
next-auth,CWE-290
nextcloud-vue-collections,CWE-79
ng-packagr,CWE-78
ng-ui-library,CWE-506
ngx-md,CWE-79
nis-utils,CWE-915
nis-utils,CWE-1321
nitrado.js,CWE-1333
njwt,CWE-125
no-case,CWE-400
nocodb,CWE-269
nocodb,CWE-400
nocodb,CWE-770
nocodb,CWE-20
nocodb,CWE-79
nocodb,CWE-200
nocodb,CWE-209
nocodb,CWE-918
nocodb,CWE-613
nocodb,CWE-89
node-air-sdk,CWE-311
node-bluetooth,CWE-120
node-etsy-client,CWE-200
node-etsy-client,CWE-209
node-fetch,CWE-601
node-fetch,CWE-200
node-fetch,CWE-173
node-fetch,CWE-1333
node-fetch,CWE-400
node-fetch,CWE-770
node-fetch,CWE-20
node-forge,CWE-1321
node-forge,CWE-601
node-forge,CWE-347
node-forge,CWE-347
node-forge,CWE-1321
node-forge,CWE-601
node-forge,CWE-915
node-forge,CWE-347
node-inspector,CWE-290
node-ipc,CWE-506
node-ipc,CWE-94
node-jose,CWE-835
node-jose,CWE-200
node-jose,CWE-347
node-lmdb,CWE-241
node-lmdb,CWE-703
node-mpv,CWE-78
node-notifier,CWE-78
node-oojs,CWE-1321
node-opcua,CWE-400
node-opcua,CWE-400
node-opcua,CWE-770
node-os-utils,CWE-94
node-red,CWE-79
node-red,CWE-79
node-red-contrib-huemagic,CWE-22
node-red-dashboard,CWE-79
node-red-dashboard,CWE-22
node-red-dashboard,CWE-79
node-rules,CWE-78
node-rules,CWE-94
node-saml,CWE-347
node-sass,CWE-400
node-sass,CWE-295
node-serialize,CWE-502
node-server-forfront,CWE-22
node-simple-router,CWE-22
node-srv,CWE-22
node-static,CWE-22
node-static,CWE-400
node-static,CWE-248
node-weakauras-parser,CWE-120
node-wifi,CWE-77
nodebatis,CWE-89
nodebb,CWE-22
nodebb,CWE-287
nodebb,CWE-22
nodebb,CWE-352
nodebb,CWE-1385
nodebb,CWE-665
nodebb,CWE-79
nodebb,CWE-79
nodebb,CWE-338
nodebb,CWE-330
nodebb,CWE-352
nodebb,CWE-79
nodebb,CWE-346
nodee-utils,CWE-1321
nodejs-cookie-proxy-agent,CWE-506
nodemailer,CWE-88
nodemailer,CWE-74
nodeschnaps,CWE-311
nodewebkit,CWE-311
normalize-url,CWE-400
notevil,CWE-1321
notevil,CWE-1321
npm,CWE-732
npm,CWE-200
npm,CWE-532
npm,CWE-200
npm,CWE-59
npm,CWE-269
npm,CWE-22
npm,CWE-61
npm,CWE-59
npm,CWE-22
npm-git-publish,CWE-77
npm-groovy-lint,CWE-20
npm-programmatic,CWE-20
npm-programmatic,CWE-78
npm-registry-fetch,CWE-352
npmconf,CWE-125
ntfserver,CWE-311
nth-check,CWE-1333
nuclide,CWE-20
nunjucks,CWE-79
nunjucks,CWE-79
nuxt,CWE-94
nw,CWE-311
nw-with-arm,CWE-311
oauth2-server,CWE-601
oauth2-server,CWE-94
object-hierarchy-access,CWE-1321
object-hierarchy-access,CWE-915
object-path,CWE-915
object-path,CWE-471
object-path,CWE-1321
object-path,CWE-20
object-path,CWE-1321
object-path,CWE-843
objection,CWE-915
objection,CWE-1321
obsidian-dataview,CWE-94
oils,CWE-601
open,CWE-77
opencc,CWE-125
opencv,CWE-78
opencv,CWE-77
opencv.js,CWE-506
openmct,CWE-1321
openpgp,CWE-347
openpgp,CWE-327
openpgp,CWE-347
openpgp,CWE-347
osm-static-maps,CWE-79
osm-static-maps,CWE-74
otpauth,CWE-287
pac-resolver,CWE-94
papaparse,CWE-1333
papaparse,CWE-185
parcel-bundler,CWE-200
parse,CWE-256
parse-link-header,CWE-400
parse-server,CWE-200
parse-server,CWE-670
parse-server,CWE-74
parse-server,CWE-755
parse-server,CWE-295
parse-server,CWE-276
parse-server,CWE-295
parse-server,CWE-287
parse-server,CWE-669
parse-server,CWE-863
parse-server,CWE-1321
parse-server,CWE-1284
parse-server,CWE-287
parse-server,CWE-20
parse-server,CWE-287
parse-server,CWE-863
parse-server,CWE-290
parse-server,CWE-200
parse-server,CWE-444
parse-server,CWE-285
parse-server,CWE-74
parse-server,CWE-1321
parse-server,CWE-1321
parse-server,CWE-312
parse-server,CWE-1321
parse-server,CWE-434
parse-server,CWE-287
parse-server,CWE-20
parse-server,CWE-209
parse-server,CWE-200
parse-server,CWE-672
parse-server,CWE-252
parse-server,CWE-200
parse-server,CWE-1321
parse-server,CWE-212
parse-url,CWE-79
parse-url,CWE-115
parse-url,CWE-79
parse-url,CWE-200
parse-url,CWE-918
parse-url,CWE-918
passport,CWE-384
passport-azure-ad,CWE-287
passport-saml,CWE-400
passport-saml,CWE-347
passport-sharepoint,CWE-345
passport-wsfed-saml2,CWE-290
passport-wsfed-saml2,CWE-287
passport-wsfed-saml2,CWE-290
pathval,CWE-1321
pathval,CWE-20
payload,CWE-200
payload,CWE-434
paypal-adaptive,CWE-400
pdfinfojs,CWE-77
pdfinfojs,CWE-78
pem,CWE-200
pennyworth,CWE-311
pg,CWE-94
phantom-html-to-pdf,CWE-200
phantom-html-to-pdf,CWE-22
phantomjs,CWE-552
phpjs,CWE-1321
pidusage,CWE-77
pivottable,CWE-79
plist,CWE-1321
plotly.js,CWE-79
plotter,CWE-77
plupload,CWE-434
plupload,CWE-75
png-img,CWE-190
png-img,CWE-787
pngcrush-installer,CWE-311
pnpm,CWE-426
pnpm,CWE-284
pomelo,CWE-668
ponse,CWE-22
pooledwebsocket,CWE-22
posix,CWE-252
post-loader,CWE-79
postcss,CWE-144
postcss,CWE-400
postcss,CWE-74
postcss,CWE-400
posthog-js,CWE-79
pouchdb,CWE-94
preact,CWE-74
priest-runner,CWE-77
prince,CWE-269
prince,CWE-311
printer,CWE-77
printf,CWE-400
prismjs,CWE-79
prismjs,CWE-79
prismjs,CWE-400
prismjs,CWE-400
prismjs,CWE-400
private-ip,CWE-918
product-monitor,CWE-311
progressbar.js,CWE-1321
projen,CWE-527
properties-reader,CWE-1321
protobufjs,CWE-1321
protobufjs,CWE-1321
protobufjs,CWE-1333
pug,CWE-74
puppeteer,CWE-416
putil-merge,CWE-1321
putil-merge,CWE-1321
pym.js,CWE-352
qs,CWE-20
qs,CWE-400
qs,CWE-1321
qs,CWE-400
quill,CWE-79
quill,CWE-1022
quill-mention,CWE-79
randomatic,CWE-338
randomatic,CWE-330
raneto,CWE-79
raneto,CWE-521
raneto,CWE-287
react,CWE-79
react,CWE-79
react-adal,CWE-287
react-admin,CWE-79
react-bootstrap-table,CWE-79
react-datepicker-plus,CWE-506
react-dev-utils,CWE-78
react-dev-utils,CWE-78
react-devtools-core,CWE-285
react-dom,CWE-79
react-draft-wysiwyg,CWE-79
react-editable-json-tree,CWE-95
react-marked-markdown,CWE-79
react-native,CWE-697
react-native,CWE-400
react-native-fast-image,CWE-200
react-native-reanimated,CWE-1333
react-native-webview,CWE-79
react-native-webview,CWE-863
react-svg,CWE-79
readthedocs,CWE-79
rebber,CWE-78
redbird,CWE-20
redis,CWE-400
redis-commander,CWE-79
reduce-css-calc,CWE-94
reg-keygen-git-hash-plugin,CWE-94
reg-keygen-git-hash-plugin,CWE-78
remark-html,CWE-79
remarkable,CWE-79
remarkable,CWE-94
remarkable,CWE-79
remarkable,CWE-400
remult,CWE-284
rendertron,CWE-79
rendertron,CWE-284
rendertron,CWE-22
rendertron,CWE-918
rendertron,CWE-200
rendr,CWE-79
renovate,CWE-200
replicator,CWE-502
request,CWE-201
request,CWE-918
requestretry,CWE-200
resquel,CWE-89
restafary,CWE-22
restify,CWE-79
restify-swagger-jsdoc,CWE-22
reveal.js,CWE-79
reveal.js,CWE-79
rfc6902,CWE-1321
riot-compiler,CWE-400
robot-js,CWE-311
robots-txt-guard,CWE-1333
rollup-plugin-serve,CWE-22
rpc-websocket,CWE-506
rsshub,CWE-79
rsshub,CWE-918
rsshub,CWE-74
rsshub,CWE-1333
rsshub,CWE-400
rtcmulticonnection-client,CWE-22
s3-uploader,CWE-78
safe-eval,CWE-1321
safe-eval,CWE-610
safe-eval,CWE-1321
safe-eval,CWE-94
safe-eval,CWE-1321
safe-flat,CWE-1321
safe-obj,CWE-1321
safer-eval,CWE-94
safer-eval,CWE-94
safer-eval,CWE-20
safer-eval,CWE-94
sails,CWE-284
sails,CWE-248
sails,CWE-1321
sails-hook-sockets,CWE-20
sails-mysql,CWE-89
saml2-js,CWE-287
saml2-js,CWE-287
samlify,CWE-347
samlify,CWE-91
samsung-remote,CWE-77
sanitize-html,CWE-79
sanitize-html,CWE-79
sanitize-html,CWE-79
sanitize-html,CWE-20
sanitize-html,CWE-20
sapper,CWE-22
scala-bin,CWE-311
scalajs-standalone-bin,CWE-311
scratch-svg-renderer,CWE-79
scratch-svg-renderer,CWE-79
scratch-vm,CWE-502
script-manager,CWE-94
scss-tokenizer,CWE-1333
sds,CWE-1321
sds,CWE-1321
sds,CWE-915
select2,CWE-79
selenium-binaries,CWE-311
selenium-download,CWE-311
selenium-wrapper,CWE-311
semantic-release,CWE-200
semantic-release,CWE-116
semver,CWE-1333
semver,CWE-1333
send,CWE-22
send,CWE-200
seneca,CWE-209
sequelize,CWE-843
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-248
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-20
sequelize,CWE-200
sequelize,CWE-89
sequelize,CWE-89
sequelize,CWE-89
sequelize-cli,CWE-532
serialize-javascript,CWE-502
serialize-javascript,CWE-79
serialize-to-js,CWE-79
serialize-to-js,CWE-502
serve,CWE-22
serve,CWE-79
serve,CWE-200
serve,CWE-22
serve,CWE-22
serve,CWE-548
serve,CWE-177
serve,CWE-79
serve-here,CWE-22
serve-index,CWE-79
serve-static,CWE-601
serverless-offline,CWE-863
servey,CWE-22
servey,CWE-22
servst,CWE-22
ses,CWE-20
set-in,CWE-1321
set-in,CWE-1321
sey,CWE-1321
sharp,CWE-78
sharp,CWE-77
shave,CWE-79
shell-quote,CWE-77
shell-quote,CWE-94
shell-quote,CWE-78
shelljs,CWE-269
shelljs,CWE-269
shescape,CWE-78
shescape,CWE-88
shescape,CWE-200
shescape,CWE-74
shescape,CWE-1333
shescape,CWE-74
shescape,CWE-526
shescape,CWE-150
shiba,CWE-94
shout,CWE-80
showdown,CWE-1022
simditor,CWE-79
simditor,CWE-79
simpl-schema,CWE-1321
simple-crypto-js,CWE-327
simple-get,CWE-200
simple-git,CWE-77
simple-git,CWE-74
simple-git,CWE-78
simple-git,CWE-88
simple-markdown,CWE-1333
simple-markdown,CWE-79
simple-markdown,CWE-400
simple-markdown,CWE-1333
simple-plist,CWE-1321
simplemde,CWE-79
skeemas,CWE-1333
slp-validate,CWE-20
slp-validate,CWE-697
slp-validate,CWE-697
slpjs,CWE-697
slpjs,CWE-20
slpjs,CWE-697
slug,CWE-400
smart-extend,CWE-1321
snowflake-sdk,CWE-77
snyk,CWE-78
snyk,CWE-78
snyk,CWE-94
snyk-broker,CWE-59
snyk-broker,CWE-22
snyk-broker,CWE-22
snyk-broker,CWE-22
snyk-broker,CWE-532
snyk-broker,CWE-22
snyk-broker,CWE-22
socket.io,CWE-346
socket.io,CWE-453
socket.io,CWE-330
socket.io-parser,CWE-20
socket.io-parser,CWE-20
socket.io-parser,CWE-400
socket.io-parser,CWE-754
socket.io-parser,CWE-1287
sockjs,CWE-79
sockjs,CWE-20
soletta-dev-app,CWE-77
spritesheet-js,CWE-74
sql,CWE-89
sqlite3,CWE-915
sqlite3,CWE-248
sqlite3,CWE-913
squel,CWE-89
squel,CWE-74
squirrelly,CWE-200
ssb-db,CWE-200
ssh2,CWE-78
sshpk,CWE-185
sshpk,CWE-770
ssri,CWE-400
ssri,CWE-400
st,CWE-601
st,CWE-22
standard-version,CWE-77
starkbank-ecdsa,CWE-347
starkbank-ecdsa,CWE-347
startserver,CWE-22
static-eval,CWE-94
static-eval,CWE-94
static-eval,CWE-20
static-server,CWE-22
stattic,CWE-22
status-board,CWE-79
status-board,CWE-79
steal,CWE-1333
steal,CWE-1321
steal,CWE-1333
steal,CWE-1333
steal,CWE-1321
steal,CWE-1321
steal,CWE-1321
steal,CWE-1321
stellar-sdk,CWE-347
stellar-sdk,CWE-287
steroids,CWE-311
strapi,CWE-78
strapi,CWE-212
strapi,CWE-640
strapi,CWE-20
strapi,CWE-77
strapi,CWE-400
strapi,CWE-77
strapi,CWE-434
strapi,CWE-89
strapi,CWE-862
strapi,CWE-922
strapi,CWE-79
strapi,CWE-20
strapi,CWE-640
strapi,CWE-78
strapi,CWE-212
strapi-plugin-content-manager,CWE-79
strapi-plugin-content-type-builder,CWE-276
strider-sauce,CWE-311
string,CWE-400
string-kit,CWE-1333
subtext,CWE-1321
subtext,CWE-400
summit,CWE-94
superagent,CWE-409
superagent,CWE-400
superjson,CWE-1321
superjson,CWE-94
supermixer,CWE-1321
superstatic,CWE-177
svelecte,CWE-79
svelte,CWE-79
svg2png,CWE-79
swagger-injector,CWE-22
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-20
swagger-ui,CWE-918
swagger-ui,CWE-352
swagger-ui,CWE-79
swagger-ui,CWE-1022
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-79
swagger-ui,CWE-79
sweetalert2,CWE-440
sweetalert2,CWE-912
sweetalert2,CWE-912
sweetalert2,CWE-912
sweetalert2,CWE-912
swiper,CWE-1321
switcher-client,CWE-400
switcher-client,CWE-1333
systeminformation,CWE-78
systeminformation,CWE-78
systeminformation,CWE-77
systeminformation,CWE-471
systeminformation,CWE-77
systeminformation,CWE-78
systeminformation,CWE-78
systeminformation,CWE-78
systeminformation,CWE-78
systeminformation,CWE-78
tableexport.jquery.plugin,CWE-79
takeapeek,CWE-22
takeapeek,CWE-79
tar,CWE-23
tar,CWE-22
tar,CWE-22
tar,CWE-22
tar,CWE-59
tar,CWE-22
tar,CWE-22
tar,CWE-59
tar,CWE-59
tar,CWE-59
tar,CWE-59
tar-fs,CWE-20
teddy,CWE-843
teddy,CWE-79
tenvoy,CWE-347
tenvoy,CWE-347
terminal-kit,CWE-1333
terriajs-server,CWE-918
terser,CWE-1333
tesseract.js,CWE-829
textangular,CWE-79
think-helper,CWE-915
think-helper,CWE-1321
thinkjs,CWE-89
three,CWE-79
three,CWE-400
tileserver-gl,CWE-79
timespan,CWE-400
tiny-json-http,CWE-295
tomato,CWE-77
tomato,CWE-287
tough-cookie,CWE-1321
tough-cookie,CWE-400
tough-cookie,CWE-1333
transpile,CWE-755
transpile,CWE-400
tree-kill,CWE-77
tree-kill,CWE-94
tree-kit,CWE-1321
tree-kit,CWE-1321
ts-deepmerge,CWE-1321
ts-nodash,CWE-1321
ts-nodash,CWE-915
tui-grid,CWE-79
type-graphql,CWE-209
typed-function,CWE-94
typed-rest-client,CWE-522
typeorm,CWE-1321
typeorm,CWE-471
typeorm,CWE-89
ua-parser-js,CWE-400
ua-parser-js,CWE-829
ua-parser-js,CWE-400
ua-parser-js,CWE-912
ua-parser-js,CWE-400
ua-parser-js,CWE-400
ua-parser-js,CWE-1333
uap-core,CWE-185
uap-core,CWE-20
uap-core,CWE-400
uglify-js,CWE-1333
uglify-js,CWE-670
uglify-js,CWE-1254
umount,CWE-78
undefsafe,CWE-74
underscore,CWE-94
underscore-keypath,CWE-1321
underscore.string,CWE-400
undici,CWE-295
undici,CWE-74
undici,CWE-200
undici,CWE-93
undici,CWE-74
undici,CWE-601
undici,CWE-346
undici,CWE-1333
undici,CWE-93
undici,CWE-918
undici,CWE-93
undici,CWE-93
ungit,CWE-77
ungit,CWE-77
unzipper,CWE-22
uppy,CWE-918
uri-js,CWE-400
urijs,CWE-20
urijs,CWE-601
urijs,CWE-601
urijs,CWE-20
urijs,CWE-115
urijs,CWE-20
urijs,CWE-639
urijs,CWE-20
urijs,CWE-601
url-js,CWE-20
url-parse,CWE-23
url-parse,CWE-639
url-parse,CWE-639
url-parse,CWE-601
url-parse,CWE-639
url-parse,CWE-639
url-parse,CWE-20
url-parse,CWE-425
url-regex,CWE-400
useragent,CWE-400
v8n,CWE-1333
v8n,CWE-400
validator,CWE-79
validator,CWE-1333
validator,CWE-79
validator,CWE-79
validator,CWE-79
validator,CWE-79
validator,CWE-400
validator,CWE-1333
valine,CWE-79
valine,CWE-79
valine,CWE-94
valine,CWE-74
valine,CWE-79
vant,CWE-79
vconsole,CWE-1321
vditor,CWE-79
vditor,CWE-79
vditor,CWE-79
vditor,CWE-79
vega,CWE-79
vega,CWE-79
vega-util,CWE-915
vega-util,CWE-20
vega-util,CWE-1321
verdaccio,CWE-79
video.js,CWE-79
vis-timeline,CWE-79
vite,CWE-200
vite,CWE-706
vite,CWE-50
vite,CWE-22
vm2,CWE-913
vm2,CWE-74
vm2,CWE-913
vm2,CWE-74
vm2,CWE-915
vm2,CWE-1321
vm2,CWE-94
vm2,CWE-674
vm2,CWE-78
vm2,CWE-74
vm2,CWE-913
vm2,CWE-94
vm2,CWE-1321
vmd,CWE-79
vuetify,CWE-79
wangeditor,CWE-79
wasdk,CWE-311
waterline-sequel,CWE-89
wc-cmd,CWE-77
webpack-bundle-analyzer,CWE-79
webpack-dev-server,CWE-20
webpack-subresource-integrity,CWE-345
webrtc-native,CWE-311
webtorrent,CWE-79
whois,CWE-1321
whois,CWE-74
whois,CWE-94
window-control,CWE-77
windows-build-tools,CWE-311
workerd,CWE-190
workerd,CWE-127
workerd,CWE-125
worksmith,CWE-1321
workspace-tools,CWE-77
wrangler,CWE-22
ws,CWE-400
ws,CWE-345
ws,CWE-400
ws,CWE-201
ws,CWE-400
x-data-spreadsheet,CWE-79
xlsx,CWE-400
xlsx,CWE-400
xlsx,CWE-345
xlsx,CWE-1321
xlsx,CWE-400
xml-crypto,CWE-287
xml2js,CWE-1321
xmldom,CWE-1288
xmldom,CWE-20
xmldom,CWE-116
xmldom,CWE-115
xmldom,CWE-436
xo-web,CWE-863
xtalk,CWE-22
xterm,CWE-94
xweb_3.0_component_lib,CWE-506
xweb_3.0_rootlib,CWE-506
xweb_3.0_util_lib,CWE-506
y18n,CWE-1321
y18n,CWE-20
y18n,CWE-915
yaml,CWE-248
yapi-vendor,CWE-330
yapi-vendor,CWE-79
yapi-vendor,CWE-79
yar,CWE-400
yargs-parser,CWE-1321
yargs-parser,CWE-915
yarn,CWE-367
yarn,CWE-78
yarn,CWE-22
yarn,CWE-311
yarn,CWE-319
yui,CWE-79
zemen,CWE-506
zero,CWE-22
zod,CWE-1333
zrender,CWE-1321
zrender,CWE-915
